data,municipio,uf,casos confirmados,mortes,fonte
20/03/2020,Barra Mansa,RJ,2,,
21/03/2020,Barra Mansa,RJ,1,,
22/03/2020,Barra Mansa,RJ,1,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Barra Mansa,RJ,1,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Barra Mansa,RJ,1,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Barra Mansa,RJ,1,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Barra Mansa,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Barra Mansa,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Barra Mansa,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Barra Mansa,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Barra Mansa,RJ,1,,
26/03/2020,Belford Roxo,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Belford Roxo,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Belford Roxo,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Belford Roxo,RJ,2,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Belford Roxo,RJ,2,,
24/03/2020,Campos dos Goytacazes,RJ,1,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Campos dos Goytacazes,RJ,1,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Campos dos Goytacazes,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Campos dos Goytacazes,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Campos dos Goytacazes,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Campos dos Goytacazes,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Campos dos Goytacazes,RJ,1,,
24/03/2020,Duque de Caxias,RJ,1,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Duque de Caxias,RJ,2,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Duque de Caxias,RJ,2,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Duque de Caxias,RJ,3,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Duque de Caxias,RJ,3,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Duque de Caxias,RJ,5,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Duque de Caxias,RJ,5,,
18/03/2020,Guapimirim,RJ,1,,
19/03/2020,Guapimirim,RJ,1,,
20/03/2020,Guapimirim,RJ,1,,
21/03/2020,Guapimirim,RJ,1,,
22/03/2020,Guapimirim,RJ,1,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Guapimirim,RJ,1,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Guapimirim,RJ,1,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Guapimirim,RJ,1,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Guapimirim,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Guapimirim,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Guapimirim,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Guapimirim,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Guapimirim,RJ,1,,
27/03/2020,Itaboraí,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Itaboraí,RJ,2,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Itaboraí,RJ,3,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Itaboraí,RJ,3,,
28/03/2020,Mangaratiba,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Mangaratiba,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Mangaratiba,RJ,1,,
29/03/2020,Maricá,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Maricá,RJ,1,,
19/03/2020,Miguel Pereira,RJ,1,,
20/03/2020,Miguel Pereira,RJ,1,,
21/03/2020,Miguel Pereira,RJ,1,1,
22/03/2020,Miguel Pereira,RJ,1,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Miguel Pereira,RJ,1,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Miguel Pereira,RJ,1,1,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Miguel Pereira,RJ,1,1,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Miguel Pereira,RJ,1,1,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Miguel Pereira,RJ,1,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Miguel Pereira,RJ,1,1,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Miguel Pereira,RJ,1,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Miguel Pereira,RJ,1,1,
09/03/2020,Niterói,RJ,1,,
10/03/2020,Niterói,RJ,1,,
11/03/2020,Niterói,RJ,1,,
12/03/2020,Niterói,RJ,1,,
13/03/2020,Niterói,RJ,1,,
14/03/2020,Niterói,RJ,1,,
15/03/2020,Niterói,RJ,1,,
16/03/2020,Niterói,RJ,1,,
17/03/2020,Niterói,RJ,1,,
18/03/2020,Niterói,RJ,6,,
19/03/2020,Niterói,RJ,7,1,
20/03/2020,Niterói,RJ,10,1,
21/03/2020,Niterói,RJ,10,1,
22/03/2020,Niterói,RJ,10,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Niterói,RJ,10,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Niterói,RJ,12,1,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Niterói,RJ,19,1,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Niterói,RJ,31,1,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Niterói,RJ,36,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Niterói,RJ,37,1,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Niterói,RJ,39,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Niterói,RJ,47,1,
28/03/2020,Nova Iguaçu,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Nova Iguaçu,RJ,3,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Nova Iguaçu,RJ,7,,
20/03/2020,Petrópolis,RJ,2,,
21/03/2020,Petrópolis,RJ,3,,
22/03/2020,Petrópolis,RJ,3,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Petrópolis,RJ,3,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Petrópolis,RJ,3,1,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Petrópolis,RJ,3,1,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Petrópolis,RJ,3,1,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Petrópolis,RJ,3,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Petrópolis,RJ,3,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Petrópolis,RJ,4,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Petrópolis,RJ,4,1,
30/03/2020,Queimados,RJ,1,,
25/03/2020,Resende,RJ,1,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Resende,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
28/03/2020,Resende,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Resende,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Resende,RJ,2,,
30/03/2020,Rio Bonito,RJ,2,1,
29/03/2020,Rio das Ostras,RJ,2,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Rio das Ostras,RJ,2,,
07/03/2020,Rio de Janeiro,RJ,1,,
08/03/2020,Rio de Janeiro,RJ,2,,
09/03/2020,Rio de Janeiro,RJ,6,,
10/03/2020,Rio de Janeiro,RJ,6,,
11/03/2020,Rio de Janeiro,RJ,11,,
12/03/2020,Rio de Janeiro,RJ,14,,
13/03/2020,Rio de Janeiro,RJ,17,,
14/03/2020,Rio de Janeiro,RJ,22,,
15/03/2020,Rio de Janeiro,RJ,22,,
16/03/2020,Rio de Janeiro,RJ,29,,
17/03/2020,Rio de Janeiro,RJ,29,,
18/03/2020,Rio de Janeiro,RJ,55,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-1803-63-casos-confirmados-no-rj
19/03/2020,Rio de Janeiro,RJ,56,1,
20/03/2020,Rio de Janeiro,RJ,93,1,https://www.saude.rj.gov.br/
21/03/2020,Rio de Janeiro,RJ,94,,
22/03/2020,Rio de Janeiro,RJ,170,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/22/rj-tem-186-casos-confirmados-do-novo-coronavirus.ghtml
23/03/2020,Rio de Janeiro,RJ,214,1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,Rio de Janeiro,RJ,278,3,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Rio de Janeiro,RJ,331,5,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Rio de Janeiro,RJ,368,6,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Rio de Janeiro,RJ,431,6,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Rio de Janeiro,RJ,489,9,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Rio de Janeiro,RJ,516,13,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Rio de Janeiro,RJ,553,13,
23/03/2020,São Gonçalo,RJ,3,,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/03/24/casos-de-coronavirus-no-rj-em-24-de-marco.ghtml
24/03/2020,São Gonçalo,RJ,3,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,São Gonçalo,RJ,3,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,São Gonçalo,RJ,3,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,São Gonçalo,RJ,4,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,São Gonçalo,RJ,4,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,São Gonçalo,RJ,6,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,São Gonçalo,RJ,7,,
30/03/2020,São João de Meriti,RJ,1,,
29/03/2020,Seropédica,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Seropédica,RJ,1,,
30/03/2020,Teresópolis,RJ,1,,
25/03/2020,Valença,RJ,1,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Valença,RJ,1,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Valença,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Valença,RJ,1,,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Valença,RJ,1,,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Valença,RJ,1,,
24/03/2020,Volta Redonda,RJ,4,,https://obomdanoticia.com.br/saude-bem-estar/coronavirus-rio-chega-a-seis-mortes-e-305-casos-confirmados/49156
25/03/2020,Volta Redonda,RJ,6,,https://diariodovale.com.br/boletins-covid-19/sobe-para-372-casos-confirmados-de-covid-19-no-estado-do-rio/
26/03/2020,Volta Redonda,RJ,7,,"https://www.em.com.br/app/noticia/nacional/2020/03/26/interna_nacional,1132841/rio-tem-9-morte-e-421-casos-confirmados-de-covid-19.shtml"
27/03/2020,Volta Redonda,RJ,9,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2703-10-obitos-e-493-casos-confirmados-no-rj
28/03/2020,Volta Redonda,RJ,11,1,https://diariodorio.com/rio-de-janeiro-tem-13-obitos-e-558-casos-confirmados-de-coronavirus/
29/03/2020,Volta Redonda,RJ,11,1,https://www.saude.rj.gov.br/noticias/2020/03/boletim-coronavirus-2903-17-obitos-e-600-casos-confirmados-no-rj
30/03/2020,Volta Redonda,RJ,11,1,
30/03/2020,Açu,RN,1,,
30/03/2020,Apodi,RN,1,,
29/03/2020,Assú,RN,1,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
29/03/2020,Caicó,RN,1,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Caicó,RN,1,,
30/03/2020,Carnaubais,RN,1,,
30/03/2020,Luís Gomes,RN,1,,
28/03/2020,Macaíba,RN,1,,
29/03/2020,Macaíba,RN,1,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Macaíba,RN,1,,
28/03/2020,Monte Alegre,RN,1,,
29/03/2020,Monte Alegre,RN,1,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Monte Alegre,RN,1,,
21/03/2020,Mossoró,RN,1,,
22/03/2020,Mossoró,RN,1,,
23/03/2020,Mossoró,RN,1,,
24/03/2020,Mossoró,RN,1,,
25/03/2020,Mossoró,RN,1,,
26/03/2020,Mossoró,RN,2,,
27/03/2020,Mossoró,RN,5,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/27/sobe-para-28-numero-de-casos-confirmados-de-coronavirus-no-rn.ghtml
28/03/2020,Mossoró,RN,14,,
29/03/2020,Mossoró,RN,16,1,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Mossoró,RN,16,1,
12/03/2020,Natal,RN,0,,
13/03/2020,Natal,RN,0,,
14/03/2020,Natal,RN,0,,
15/03/2020,Natal,RN,1,,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000226852.PDF
16/03/2020,Natal,RN,1,,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227051.PDF
17/03/2020,Natal,RN,1,,
18/03/2020,Natal,RN,1,,http://www.adcon.rn.gov.br/ACERVO/sesap/DOC/DOC000000000227236.PDF
19/03/2020,Natal,RN,1,,
20/03/2020,Natal,RN,1,,http://www.saude.rn.gov.br/Conteudo.asp?TRAN=ITEM&TARG=7549&ACT=&PAGE=0&PARM=&LBL=Boletins+Epidemiol%F3gicos
21/03/2020,Natal,RN,6,,
22/03/2020,Natal,RN,6,,
23/03/2020,Natal,RN,9,,
24/03/2020,Natal,RN,9,,
25/03/2020,Natal,RN,9,,
26/03/2020,Natal,RN,13,,
27/03/2020,Natal,RN,19,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/27/sobe-para-28-numero-de-casos-confirmados-de-coronavirus-no-rn.ghtml
28/03/2020,Natal,RN,22,,
29/03/2020,Natal,RN,34,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Natal,RN,37,,
21/03/2020,Parnamirim,RN,2,,
22/03/2020,Parnamirim,RN,2,,
23/03/2020,Parnamirim,RN,3,,
24/03/2020,Parnamirim,RN,4,,
25/03/2020,Parnamirim,RN,4,,
26/03/2020,Parnamirim,RN,4,,
27/03/2020,Parnamirim,RN,4,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/27/sobe-para-28-numero-de-casos-confirmados-de-coronavirus-no-rn.ghtml
28/03/2020,Parnamirim,RN,6,,
29/03/2020,Parnamirim,RN,9,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Parnamirim,RN,10,,
28/03/2020,Passa e Fica,RN,1,,
29/03/2020,Passa e Fica,RN,1,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2020/03/29/rn-passa-a-ter-68-casos-confirmados-de-coronavirus-em-11-cidades.ghtml
30/03/2020,Passa e Fica,RN,1,,
29/03/2020,São Gonçalo do Amarante,RN,1,,
30/03/2020,São Gonçalo do Amarante,RN,2,,
29/03/2020,São José de Mipibu,RN,1,,
30/03/2020,São José de Mipibu,RN,1,,
29/03/2020,Tibau,RN,1,,
30/03/2020,Tibau,RN,1,,
30/03/2020,Jaru,RO,1,,
21/03/2020,Ji-Paraná,RO,1,,
22/03/2020,Ji-Paraná,RO,1,,
23/03/2020,Ji-Paraná,RO,1,,
24/03/2020,Ji-Paraná,RO,1,,
25/03/2020,Ji-Paraná,RO,1,,
26/03/2020,Ji-Paraná,RO,1,,
27/03/2020,Ji-Paraná,RO,1,,
28/03/2020,Ji-Paraná,RO,1,,http://www.rondonia.ro.gov.br/edicao-14-boletim-diario-sobre-coronavirus-em-rondonia/
29/03/2020,Ji-Paraná,RO,1,,
30/03/2020,Ji-Paraná,RO,1,,
21/03/2020,Porto Velho,RO,2,,
22/03/2020,Porto Velho,RO,2,,
23/03/2020,Porto Velho,RO,2,,
24/03/2020,Porto Velho,RO,2,,
25/03/2020,Porto Velho,RO,4,,
26/03/2020,Porto Velho,RO,5,,
27/03/2020,Porto Velho,RO,5,,
28/03/2020,Porto Velho,RO,5,,http://www.rondonia.ro.gov.br/edicao-14-boletim-diario-sobre-coronavirus-em-rondonia/
29/03/2020,Porto Velho,RO,5,,
30/03/2020,Porto Velho,RO,6,1,
21/03/2020,Boa Vista,RR,2,,
22/03/2020,Boa Vista,RR,2,,
23/03/2020,Boa Vista,RR,2,,
24/03/2020,Boa Vista,RR,8,,
25/03/2020,Boa Vista,RR,8,,
26/03/2020,Boa Vista,RR,10,,
27/03/2020,Boa Vista,RR,10,,
28/03/2020,Boa Vista,RR,14,,
29/03/2020,Boa Vista,RR,14,,
30/03/2020,Boa Vista,RR,14,,
27/03/2020,Bonfim,RR,2,,
28/03/2020,Bonfim,RR,2,,
29/03/2020,Bonfim,RR,2,,
30/03/2020,Bonfim,RR,2,,
19/03/2020,Alvorada,RS,1,,
20/03/2020,Alvorada,RS,1,,
21/03/2020,Alvorada,RS,2,,
22/03/2020,Alvorada,RS,2,,
23/03/2020,Alvorada,RS,2,,
24/03/2020,Alvorada,RS,2,,
25/03/2020,Alvorada,RS,2,,
26/03/2020,Alvorada,RS,2,,
27/03/2020,Alvorada,RS,2,,
28/03/2020,Alvorada,RS,2,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Alvorada,RS,2,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Alvorada,RS,2,,
24/03/2020,Anta Gorda,RS,1,,
25/03/2020,Anta Gorda,RS,2,,
26/03/2020,Anta Gorda,RS,2,,
27/03/2020,Anta Gorda,RS,2,,
28/03/2020,Anta Gorda,RS,2,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Anta Gorda,RS,2,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Anta Gorda,RS,2,,
19/03/2020,Bagé,RS,2,,
20/03/2020,Bagé,RS,2,,
21/03/2020,Bagé,RS,3,,
22/03/2020,Bagé,RS,3,,
23/03/2020,Bagé,RS,7,,
24/03/2020,Bagé,RS,7,,
25/03/2020,Bagé,RS,7,,
26/03/2020,Bagé,RS,8,,
27/03/2020,Bagé,RS,9,,
28/03/2020,Bagé,RS,9,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Bagé,RS,9,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Bagé,RS,15,,
18/03/2020,Bento Gonçalves,RS,1,,
19/03/2020,Bento Gonçalves,RS,1,,
20/03/2020,Bento Gonçalves,RS,1,,
21/03/2020,Bento Gonçalves,RS,3,,
22/03/2020,Bento Gonçalves,RS,3,,
23/03/2020,Bento Gonçalves,RS,3,,
24/03/2020,Bento Gonçalves,RS,2,,
25/03/2020,Bento Gonçalves,RS,3,,
26/03/2020,Bento Gonçalves,RS,3,,
27/03/2020,Bento Gonçalves,RS,2,,
